genome.genome_id	genome.genome_name	genome.antimicrobial_resistance	genome.antimicrobial_resistance_evidence
1094167.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH7		AMR Panel
1094168.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH8		
1094169.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH9		AMR Panel
1094170.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH10		AMR Panel
1094170.7	Klebsiella pneumoniae subsp. pneumoniae KPNIH10	Susceptible	Computational Prediction
1094170.8	Klebsiella pneumoniae subsp. pneumoniae KPNIH10	Susceptible::Resistant	Computational Prediction
1094170.9	Klebsiella pneumoniae subsp. pneumoniae KPNIH10	Susceptible::Resistant	Computational Prediction
1094171.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH11		AMR Panel
1087440.10	Klebsiella pneumoniae subsp. pneumoniae KPNIH1	Susceptible::Resistant	Computational Prediction
1087440.11	Klebsiella pneumoniae subsp. pneumoniae KPNIH1	Susceptible::Resistant	Computational Prediction
1087440.12	Klebsiella pneumoniae subsp. pneumoniae KPNIH1	Susceptible	Computational Prediction
1087440.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH1		AMR Panel
1087441.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH2		AMR Panel
1087443.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH4		AMR Panel
1087444.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH5		AMR Panel
1087445.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH6		
1087446.3	Klebsiella pneumoniae FCF1305	Susceptible	Computational Prediction
1087447.3	Klebsiella pneumoniae FCF3SP	Susceptible	Computational Prediction
1074486.3	Klebsiella pneumoniae 1191100241		
1037890.3	Klebsiella pneumoniae JH1		
1037908.3	Klebsiella pneumoniae 1162281		
1049565.29	Klebsiella pneumoniae KCTC 2242	Susceptible	Computational Prediction
1049565.4	Klebsiella pneumoniae KCTC 2242		
2044482.3	Citrobacter sp. 43UCKPC_BLUE2PLATE		
2044485.3	Citrobacter sp. 43UCKPC_BLUE4LB		
1352932.3	Klebsiella pneumoniae LCT-KP182		
1352933.3	Klebsiella pneumoniae LCT-KP289		
1389422.3	Escherichia coli LAU-EC1		
1392499.4	Klebsiella pneumoniae subsp. pneumoniae 1158		
1392500.3	Klebsiella pneumoniae HK787		
1395574.3	Klebsiella pneumoniae subsp. pneumoniae KpQ24		
1395575.3	Klebsiella pneumoniae subsp. pneumoniae KpQ15		
1193292.6	Klebsiella pneumoniae subsp. pneumoniae 1084		
1199150.3	Klebsiella pneumoniae subsp. pneumoniae KP5-1		
1199150.7	Klebsiella pneumoniae subsp. pneumoniae KP5-1 strain Kp5-1	Susceptible	Computational Prediction
1203544.3	Klebsiella pneumoniae subsp. pneumoniae WGLW1		
1203545.3	Klebsiella pneumoniae subsp. pneumoniae WGLW2		
1203546.5	Klebsiella pneumoniae subsp. pneumoniae WGLW3		
1203547.3	Klebsiella pneumoniae subsp. pneumoniae WGLW5		
1212766.3	Klebsiella pneumoniae subsp. pneumoniae ST258-490		
1218098.3	Klebsiella pneumoniae subsp. ozaenae NBRC 105683		
1218099.3	Klebsiella pneumoniae subsp. pneumoniae NBRC 14940		
1168062.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH21		
1168063.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH22		
1168064.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH23		AMR Panel
1162296.3	Klebsiella pneumoniae subsp. pneumoniae DSM 30104		
1162297.3	Klebsiella pneumoniae subsp. pneumoniae LCT-KP214		
1177153.3	Klebsiella pneumoniae subsp. pneumoniae LZ		
1185418.3	Klebsiella pneumoniae subsp. pneumoniae ST512-K30BO		
1185419.3	Klebsiella pneumoniae subsp. pneumoniae ST258-K26BO		
1185420.3	Klebsiella pneumoniae subsp. pneumoniae ST258-K28BO		
1228988.4	Klebsiella pneumoniae subsp. pneumoniae KpMDU1		
1225181.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH24		
1225181.6	Klebsiella pneumoniae subsp. pneumoniae KPNIH24	Susceptible	Computational Prediction
1225181.7	Klebsiella pneumoniae subsp. pneumoniae KPNIH24	Susceptible	Computational Prediction
1225181.8	Klebsiella pneumoniae subsp. pneumoniae KPNIH24	Susceptible	Computational Prediction
1226115.3	Klebsiella pneumoniae subsp. pneumoniae KpQ3		
1226680.3	Klebsiella pneumoniae subsp. pneumoniae Ecl8		
1226680.5	Klebsiella pneumoniae subsp. pneumoniae Ecl8	Susceptible::Resistant	Computational Method
1263871.10	Klebsiella pneumoniae ATCC BAA-2146		
1263871.3	Klebsiella pneumoniae ATCC BAA-2146		
1232392.6	Klebsiella pneumoniae subsp. pneumoniae KpO3210		
1236101.6	Klebsiella pneumoniae JHCK1		
1236102.6	Klebsiella pneumoniae VA360		
1236531.3	Klebsiella pneumoniae subsp. pneumoniae JCM 1662		
1244085.20	Klebsiella pneumoniae CG43	Susceptible	Computational Prediction
1244085.3	Klebsiella pneumoniae CG43		
1250520.3	Klebsiella pneumoniae RYC492		
1250520.6	Klebsiella pneumoniae RYC492	Susceptible::Resistant	Computational Method
1300166.3	Klebsiella pneumoniae subsp. pneumoniae JCM 20051		
1304916.4	Klebsiella pneumoniae 140_1040	Resistant::Susceptible	AMR Panel
1304917.4	Klebsiella pneumoniae 160_1080	Resistant::Susceptible	AMR Panel
1304918.4	Klebsiella pneumoniae 120_1020	Resistant::Susceptible	AMR Panel
1304919.4	Klebsiella pneumoniae 280_1220	Resistant::Susceptible	AMR Panel
1304920.3	Klebsiella pneumoniae 361_1301	Resistant::Susceptible	AMR Panel
1304921.4	Klebsiella pneumoniae 440_1540	Resistant::Susceptible	AMR Panel
1304922.3	Klebsiella pneumoniae 500_1420	Resistant::Susceptible	AMR Panel
1304922.6	Klebsiella pneumoniae 500_1420	Susceptible::Resistant	Computational Prediction
1304922.7	Klebsiella pneumoniae 500_1420	Susceptible	Computational Prediction
1304922.8	Klebsiella pneumoniae 500_1420	Susceptible	Computational Prediction
1304922.9	Klebsiella pneumoniae 500_1420	Susceptible	Computational Prediction
1304923.3	Klebsiella pneumoniae 540_1460	Resistant::Susceptible::Intermediate	AMR Panel
1304924.3	Klebsiella pneumoniae 646_1568	Resistant::Susceptible	AMR Panel
1306950.3	Klebsiella pneumoniae subsp. pneumoniae 12-3578		
1284787.3	Klebsiella pneumoniae UHKPC40	Resistant::Susceptible	AMR Panel
1284788.3	Klebsiella pneumoniae UHKPC23	Resistant::Susceptible	AMR Panel
1284789.4	Klebsiella pneumoniae UHKPC28	Resistant::Susceptible	AMR Panel
1284790.3	Klebsiella pneumoniae UHKPC05	Resistant::Susceptible	AMR Panel
1284791.4	Klebsiella pneumoniae UHKPC47	Resistant::Susceptible	AMR Panel
1284792.4	Klebsiella pneumoniae UHKPC67	Resistant::Susceptible::Intermediate	AMR Panel
1284793.4	Klebsiella pneumoniae UHKPC69	Resistant::Susceptible	AMR Panel
1284794.4	Klebsiella pneumoniae UHKPC77	Resistant::Susceptible::Intermediate	AMR Panel
1284795.4	Klebsiella pneumoniae UHKPC96	Resistant::Susceptible::Intermediate	AMR Panel
1284796.3	Klebsiella pneumoniae DMC0526	Resistant::Susceptible	AMR Panel
1284797.4	Klebsiella pneumoniae DMC0799	Resistant::Susceptible::Intermediate	AMR Panel
1284798.10	Klebsiella pneumoniae DMC1097	Susceptible	Computational Prediction
1284798.11	Klebsiella pneumoniae DMC1097	Susceptible::Resistant	Computational Prediction
1284798.4	Klebsiella pneumoniae DMC1097	Resistant::Susceptible::Intermediate	AMR Panel
1284798.9	Klebsiella pneumoniae DMC1097	Susceptible	Computational Prediction
1284799.4	Klebsiella pneumoniae DMC1316	Resistant::Susceptible	AMR Panel
1284800.4	Klebsiella pneumoniae UHKPC61	Resistant::Susceptible	AMR Panel
1284801.3	Klebsiella pneumoniae UHKPC48	Resistant::Susceptible::Intermediate	AMR Panel
1284802.10	Klebsiella pneumoniae UHKPC33	Susceptible	Computational Prediction
1284802.4	Klebsiella pneumoniae UHKPC33	Resistant::Susceptible	AMR Panel
1284802.7	Klebsiella pneumoniae UHKPC33	Susceptible::Resistant	Computational Prediction
1284802.8	Klebsiella pneumoniae UHKPC33	Susceptible::Resistant	Computational Prediction
1284802.9	Klebsiella pneumoniae UHKPC33	Susceptible	Computational Prediction
1284803.4	Klebsiella pneumoniae UHKPC59	Resistant::Susceptible::Intermediate	AMR Panel
1284804.4	Klebsiella pneumoniae UHKPC07	Resistant::Susceptible	AMR Panel
1284804.7	Klebsiella pneumoniae UHKPC07	Susceptible	Computational Prediction
1284804.8	Klebsiella pneumoniae UHKPC07	Susceptible	Computational Prediction
1284804.9	Klebsiella pneumoniae UHKPC07	Susceptible::Resistant	Computational Prediction
1284805.4	Klebsiella pneumoniae UHKPC17	Resistant::Susceptible	AMR Panel
1284806.4	Klebsiella pneumoniae UHKPC18	Resistant::Susceptible::Intermediate	AMR Panel
1284807.4	Klebsiella pneumoniae UHKPC31	Resistant::Susceptible	AMR Panel
1284808.4	Klebsiella pneumoniae UHKPC06	Resistant::Susceptible	AMR Panel
1284809.4	Klebsiella pneumoniae UHKPC02	Resistant::Susceptible::Intermediate	AMR Panel
1284810.3	Klebsiella pneumoniae UHKPC09	Resistant::Susceptible	AMR Panel
1284811.3	Klebsiella pneumoniae UHKPC01	Resistant::Susceptible	AMR Panel
1284812.3	Klebsiella pneumoniae UHKPC81	Resistant::Susceptible	AMR Panel
1284813.3	Klebsiella pneumoniae UHKPC27	Resistant::Susceptible	AMR Panel
1284814.3	Klebsiella pneumoniae UHKPC 52	Resistant::Susceptible	AMR Panel
1284815.3	Klebsiella pneumoniae UHKPC24	Resistant::Susceptible	AMR Panel
1284816.3	Klebsiella pneumoniae UHKPC26	Resistant::Susceptible	AMR Panel
1284817.3	Klebsiella pneumoniae UHKPC57	Resistant::Susceptible	AMR Panel
1284818.4	Klebsiella pneumoniae UHKPC179	Resistant::Susceptible	AMR Panel
1284819.3	Klebsiella pneumoniae UHKPC45	Resistant::Susceptible	AMR Panel
1284820.3	Klebsiella pneumoniae UHKPC22	Resistant::Susceptible::Intermediate	AMR Panel
1284821.3	Klebsiella pneumoniae UHKPC29	Resistant::Susceptible	AMR Panel
1284822.3	Klebsiella pneumoniae UHKPC32	Resistant::Susceptible::Intermediate	AMR Panel
1284823.3	Klebsiella pneumoniae UHKPC04	Resistant::Susceptible	AMR Panel
1284824.3	Klebsiella pneumoniae VAKPC252	Resistant::Susceptible	AMR Panel
1284825.3	Klebsiella pneumoniae VAKPC254	Resistant::Susceptible	AMR Panel
1284826.3	Klebsiella pneumoniae VAKPC269	Resistant::Susceptible	AMR Panel
1284827.3	Klebsiella pneumoniae VAKPC278	Resistant::Susceptible	AMR Panel
1284828.3	Klebsiella pneumoniae VAKPC280	Resistant::Susceptible	AMR Panel
1284829.3	Klebsiella pneumoniae VAKPC270	Resistant::Susceptible	AMR Panel
1284830.3	Klebsiella pneumoniae VAKPC276	Resistant::Susceptible	AMR Panel
1284831.3	Klebsiella pneumoniae VAKPC297	Resistant::Susceptible::Intermediate	AMR Panel
1284832.3	Klebsiella pneumoniae VAKPC309	Resistant::Susceptible	AMR Panel
1284833.4	Klebsiella pneumoniae KP-7	Resistant::Susceptible::Intermediate	AMR Panel
1284834.3	Klebsiella pneumoniae KP-11	Resistant::Susceptible	AMR Panel
1290996.3	Klebsiella pneumoniae KP3-S		
1294138.3	Klebsiella pneumoniae KP5-R		
1294139.3	Klebsiella pneumoniae KP4-R		
1294140.3	Klebsiella pneumoniae KP1-I		
1294141.3	Klebsiella pneumoniae KP2-R		
1294269.3	Klebsiella pneumoniae HSL4		
1267512.3	Klebsiella pneumoniae subsp. pneumoniae B5055		
1267897.3	Klebsiella pneumoniae hvKP1		
1269006.3	Escherichia coli 909957		
1276652.3	Klebsiella pneumoniae ATCC BAA-1705		
1276652.9	Klebsiella pneumoniae ATCC BAA-1705	Resistant::Susceptible	Computational Method
1276653.3	Klebsiella pneumoniae 700603		
1279040.3	Klebsiella pneumoniae PR04		
1308539.3	Klebsiella pneumoniae subsp. pneumoniae ATCC 43816		
1308539.8	Klebsiella pneumoniae subsp. pneumoniae ATCC 43816	Susceptible::Resistant	Computational Prediction
1310158.5	Klebsiella pneumoniae Kb140		
1310159.5	Klebsiella pneumoniae Kb677		
1123862.18	Klebsiella pneumoniae subsp. pneumoniae Kp13	Susceptible	Computational Prediction
1123862.19	Klebsiella pneumoniae subsp. pneumoniae Kp13	Susceptible	Computational Prediction
1123862.20	Klebsiella pneumoniae subsp. pneumoniae Kp13	Susceptible	Computational Prediction
1123862.21	Klebsiella pneumoniae subsp. pneumoniae Kp13	Susceptible	Computational Prediction
1123862.22	Klebsiella pneumoniae subsp. pneumoniae Kp13	Susceptible	Computational Prediction
1123862.23	Klebsiella pneumoniae subsp. pneumoniae Kp13	Susceptible	Computational Prediction
1123862.3	Klebsiella pneumoniae subsp. pneumoniae Kp13		
1125630.4	Klebsiella pneumoniae subsp. pneumoniae HS11286		
1125630.92	Klebsiella pneumoniae subsp. pneumoniae HS11286	Susceptible	Computational Prediction
1125630.93	Klebsiella pneumoniae subsp. pneumoniae HS11286	Susceptible::Resistant	Computational Prediction
1125630.94	Klebsiella pneumoniae subsp. pneumoniae HS11286	Susceptible	Computational Prediction
1125630.95	Klebsiella pneumoniae subsp. pneumoniae HS11286	Susceptible	Computational Prediction
1125630.96	Klebsiella pneumoniae subsp. pneumoniae HS11286	Susceptible	Computational Prediction
1125630.97	Klebsiella pneumoniae subsp. pneumoniae HS11286	Susceptible	Computational Prediction
1128946.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH12		AMR Panel
1128948.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH14		AMR Panel
1128950.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH16		AMR Panel
1128951.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH17		AMR Panel
1128952.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH18		AMR Panel
1128953.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH19		AMR Panel
1128954.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH20		AMR Panel
1451263.3	Klebsiella pneumoniae JT4		
1455602.3	Klebsiella pneumoniae 4006		
1455603.3	Klebsiella pneumoniae 4541-2		
1455604.4	Klebsiella pneumoniae 11227-1		
1455605.3	Klebsiella pneumoniae 7699		
1316582.3	Klebsiella pneumoniae ATCC 43816		
1316938.3	Klebsiella pneumoniae ATCC 25955		
1316939.3	Klebsiella pneumoniae G5-2		
1431455.3	Klebsiella pneumoniae NB60		
1432547.3	Klebsiella pneumoniae IS22		
1432550.3	Klebsiella pneumoniae IS33		
1432552.3	Klebsiella pneumoniae IS43		
1432553.3	Klebsiella pneumoniae IS46		
1432554.3	Klebsiella pneumoniae IS53		
1432558.3	Klebsiella pneumoniae ISC21		
1432561.3	Klebsiella pneumoniae IS39		
1438697.3	Klebsiella pneumoniae BIDMC 54	Resistant::Susceptible	AMR Panel
1438698.3	Klebsiella pneumoniae BIDMC 55	Susceptible	AMR Panel
1438699.3	Klebsiella pneumoniae BIDMC 60	Resistant::Susceptible::Intermediate	AMR Panel
1438701.3	Klebsiella pneumoniae BIDMC 68	Resistant::Susceptible::Intermediate	AMR Panel
1438702.3	Klebsiella pneumoniae BIDMC 69	Susceptible	AMR Panel
1438703.3	Klebsiella pneumoniae BWH 45		
1438704.3	Klebsiella pneumoniae BWH 46		
1438705.3	Klebsiella pneumoniae BWH 47		
1438706.3	Klebsiella pneumoniae BWH 48		
1438708.3	Klebsiella pneumoniae CHS 02	Resistant::Susceptible::Intermediate	AMR Panel
1438709.3	Klebsiella pneumoniae CHS 03	Resistant::Susceptible::Intermediate	AMR Panel
1438711.3	Klebsiella pneumoniae CHS 05	Resistant::Susceptible::Intermediate	AMR Panel
1438712.3	Klebsiella pneumoniae CHS 06	Resistant::Susceptible	AMR Panel
1438713.3	Klebsiella pneumoniae CHS 07	Resistant::Susceptible::Intermediate	AMR Panel
1438714.3	Klebsiella pneumoniae CHS 08	Resistant::Susceptible::Intermediate	AMR Panel
1438715.3	Klebsiella pneumoniae CHS 09	Resistant::Susceptible	AMR Panel
1438717.3	Klebsiella pneumoniae CHS 11	Resistant::Intermediate	AMR Panel
1438718.3	Klebsiella pneumoniae CHS 12	Resistant::Susceptible::Intermediate	AMR Panel
1438719.3	Klebsiella pneumoniae CHS 13	Resistant::Intermediate	AMR Panel
1438720.3	Klebsiella pneumoniae CHS 14	Resistant::Susceptible	AMR Panel
1438722.3	Klebsiella pneumoniae CHS 16	Resistant::Intermediate	AMR Panel
1438723.3	Klebsiella pneumoniae CHS 17	Resistant::Susceptible::Intermediate	AMR Panel
1438724.3	Klebsiella pneumoniae CHS 18	Resistant::Intermediate	AMR Panel
1438725.3	Klebsiella pneumoniae CHS 19	Resistant::Susceptible::Intermediate	AMR Panel
1438726.3	Klebsiella pneumoniae CHS 20	Resistant::Susceptible::Intermediate	AMR Panel
1438727.3	Klebsiella pneumoniae CHS 21	Resistant::Susceptible	AMR Panel
1438728.3	Klebsiella pneumoniae CHS 22	Resistant::Susceptible::Intermediate	AMR Panel
1438729.3	Klebsiella pneumoniae CHS 23	Resistant::Susceptible::Intermediate	AMR Panel
1438730.3	Klebsiella pneumoniae CHS 24	Resistant::Susceptible	AMR Panel
1438731.3	Klebsiella pneumoniae CHS 25	Resistant::Susceptible::Intermediate	AMR Panel
1438732.3	Klebsiella pneumoniae CHS 26	Resistant::Susceptible::Intermediate	AMR Panel
1438733.3	Klebsiella pneumoniae CHS 27	Resistant::Susceptible::Intermediate	AMR Panel
1438734.3	Klebsiella pneumoniae CHS 28	Resistant::Susceptible	AMR Panel
1438735.3	Klebsiella pneumoniae CHS 29	Resistant::Susceptible::Intermediate	AMR Panel
1438736.3	Klebsiella pneumoniae CHS 30	Resistant::Susceptible::Intermediate	AMR Panel
1438737.3	Klebsiella pneumoniae CHS 31	Resistant::Susceptible::Intermediate	AMR Panel
1438738.3	Klebsiella pneumoniae CHS 32	Resistant	AMR Panel
1438739.3	Klebsiella pneumoniae CHS 33	Resistant::Susceptible::Intermediate	AMR Panel
1438740.3	Klebsiella pneumoniae CHS 34	Resistant::Susceptible::Intermediate	AMR Panel
1438741.3	Klebsiella pneumoniae CHS 35	Resistant::Susceptible::Intermediate	AMR Panel
1438742.3	Klebsiella pneumoniae CHS 36	Resistant::Susceptible::Intermediate	AMR Panel
1438743.3	Klebsiella pneumoniae CHS 37	Resistant::Susceptible::Intermediate	AMR Panel
1438744.3	Klebsiella pneumoniae CHS 38	Resistant::Susceptible::Intermediate	AMR Panel
1438745.3	Klebsiella pneumoniae CHS 39	Resistant::Susceptible::Intermediate	AMR Panel
1438746.3	Klebsiella pneumoniae CHS 40	Resistant::Susceptible::Intermediate	AMR Panel
1438747.3	Klebsiella pneumoniae CHS 41	Resistant::Susceptible::Intermediate	AMR Panel
1438748.3	Klebsiella pneumoniae CHS 42	Resistant::Susceptible::Intermediate	AMR Panel
1438749.3	Klebsiella pneumoniae CHS 43	Resistant::Susceptible::Intermediate	AMR Panel
1438750.3	Klebsiella pneumoniae CHS 44	Resistant::Susceptible::Intermediate	AMR Panel
1438751.3	Klebsiella pneumoniae CHS 45	Resistant::Intermediate	AMR Panel
1438752.3	Klebsiella pneumoniae CHS 46	Resistant::Susceptible::Intermediate	AMR Panel
1438753.3	Klebsiella pneumoniae CHS 47	Resistant::Susceptible::Intermediate	AMR Panel
1438754.3	Klebsiella pneumoniae CHS 48	Resistant::Susceptible	AMR Panel
1438755.3	Klebsiella pneumoniae CHS 49	Resistant::Susceptible::Intermediate	AMR Panel
1438756.3	Klebsiella pneumoniae CHS 50	Resistant::Susceptible::Intermediate	AMR Panel
1438757.3	Klebsiella pneumoniae CHS 51	Resistant::Susceptible	AMR Panel
1438758.3	Klebsiella pneumoniae CHS 52	Resistant::Intermediate	AMR Panel
1438759.3	Klebsiella pneumoniae CHS 53	Resistant::Susceptible::Intermediate	AMR Panel
1438760.3	Klebsiella pneumoniae CHS 54	Resistant::Susceptible::Intermediate	AMR Panel
1438761.3	Klebsiella pneumoniae CHS 55	Resistant::Susceptible::Intermediate	AMR Panel
1438762.3	Klebsiella pneumoniae CHS 56	Resistant::Susceptible::Intermediate	AMR Panel
1438763.3	Klebsiella pneumoniae CHS 57	Resistant::Susceptible::Intermediate	AMR Panel
1438764.3	Klebsiella pneumoniae CHS 58	Resistant::Susceptible::Intermediate	AMR Panel
1438765.3	Klebsiella pneumoniae CHS 59	Resistant::Susceptible::Intermediate	AMR Panel
1438766.3	Klebsiella pneumoniae CHS 60	Resistant::Susceptible	AMR Panel
1438767.3	Klebsiella pneumoniae CHS 61	Resistant::Susceptible	AMR Panel
1438768.3	Klebsiella pneumoniae CHS 62	Resistant::Susceptible::Intermediate	AMR Panel
1438769.3	Klebsiella pneumoniae CHS 63	Resistant::Susceptible::Intermediate	AMR Panel
1438770.3	Klebsiella pneumoniae CHS 64	Resistant::Susceptible::Intermediate	AMR Panel
1438771.3	Klebsiella pneumoniae CHS 65	Resistant::Susceptible::Intermediate	AMR Panel
1438772.3	Klebsiella pneumoniae CHS 66	Resistant::Intermediate	AMR Panel
1438773.3	Klebsiella pneumoniae CHS 67	Resistant::Susceptible::Intermediate	AMR Panel
1438774.3	Klebsiella pneumoniae CHS 70	Resistant::Susceptible::Intermediate	AMR Panel
1438775.3	Klebsiella pneumoniae CHS 71	Resistant::Susceptible	AMR Panel
1438776.3	Klebsiella pneumoniae CHS 72	Resistant::Susceptible::Intermediate	AMR Panel
1438777.3	Klebsiella pneumoniae CHS 73	Resistant::Susceptible::Intermediate	AMR Panel
1438778.3	Klebsiella pneumoniae CHS 74	Resistant::Susceptible::Intermediate	AMR Panel
1438779.3	Klebsiella pneumoniae CHS 75	Resistant::Susceptible::Intermediate	AMR Panel
1438780.3	Klebsiella pneumoniae CHS 76	Resistant::Susceptible	AMR Panel
1438781.3	Klebsiella pneumoniae CHS 80	Resistant::Susceptible::Intermediate	AMR Panel
1438782.3	Klebsiella pneumoniae MGH 51	Resistant::Susceptible::Intermediate	AMR Panel
1438783.3	Klebsiella pneumoniae MGH 52	Resistant::Susceptible	AMR Panel
1438784.3	Klebsiella pneumoniae MGH 59	Resistant::Susceptible::Intermediate	AMR Panel
1438785.3	Klebsiella pneumoniae MGH 60	Resistant::Susceptible	AMR Panel
1438786.3	Klebsiella pneumoniae MGH 63	Resistant::Susceptible::Intermediate	AMR Panel
1438787.3	Klebsiella pneumoniae MGH 64	Resistant::Susceptible	AMR Panel
1438788.3	Klebsiella pneumoniae MGH 65	Resistant::Susceptible::Intermediate	AMR Panel
1438789.3	Klebsiella pneumoniae MGH 66	Resistant::Susceptible	AMR Panel
1438790.3	Klebsiella pneumoniae MGH 67	Resistant::Susceptible::Intermediate	AMR Panel
1438792.3	Klebsiella pneumoniae MGH 69	Resistant::Susceptible::Intermediate	AMR Panel
1438793.3	Klebsiella pneumoniae MGH 70	Resistant::Susceptible	AMR Panel
1438794.3	Klebsiella pneumoniae MGH 71	Resistant::Susceptible::Intermediate	AMR Panel
1438795.3	Klebsiella pneumoniae MGH 72	Resistant::Susceptible	AMR Panel
1438796.3	Klebsiella pneumoniae MGH 73	Resistant::Susceptible::Intermediate	AMR Panel
1438797.3	Klebsiella pneumoniae MGH 74	Resistant::Susceptible	AMR Panel
1438798.3	Klebsiella pneumoniae MGH 75	Resistant::Susceptible::Intermediate	AMR Panel
1438800.3	Klebsiella pneumoniae MGH 79	Resistant::Susceptible::Intermediate	AMR Panel
1438802.3	Klebsiella pneumoniae UCI 55	Resistant::Susceptible	AMR Panel
1438803.3	Klebsiella pneumoniae UCI 56	Resistant::Susceptible	AMR Panel
1438804.3	Klebsiella pneumoniae UCI 59	Resistant::Susceptible	AMR Panel
1438805.3	Klebsiella pneumoniae UCI 60	Resistant::Susceptible	AMR Panel
1438806.3	Klebsiella pneumoniae UCI 61	Resistant::Intermediate	AMR Panel
1438807.3	Klebsiella pneumoniae UCI 62	Resistant::Susceptible::Intermediate	AMR Panel
1438808.3	Klebsiella pneumoniae UCI 63	Resistant::Intermediate	AMR Panel
1438809.3	Klebsiella pneumoniae UCI 64	Resistant::Susceptible	AMR Panel
1438810.3	Klebsiella pneumoniae UCI 67	Resistant::Intermediate	AMR Panel
1438811.3	Klebsiella pneumoniae UCI 68	Resistant::Susceptible	AMR Panel
1449984.3	Klebsiella pneumoniae T2-1-1		
1449985.3	Klebsiella pneumoniae T2-1-2		
1328324.10	Klebsiella pneumoniae subsp. pneumoniae KPNIH27	Susceptible	Computational Prediction
1328324.11	Klebsiella pneumoniae subsp. pneumoniae KPNIH27	Susceptible	Computational Prediction
1328324.3	Klebsiella pneumoniae subsp. pneumoniae KPNIH27		
1328324.7	Klebsiella pneumoniae subsp. pneumoniae KPNIH27	Susceptible	Computational Prediction
1328324.8	Klebsiella pneumoniae subsp. pneumoniae KPNIH27	Susceptible	Computational Prediction
1328324.9	Klebsiella pneumoniae subsp. pneumoniae KPNIH27	Susceptible	Computational Prediction
1328325.3	Klebsiella pneumoniae subsp. pneumoniae KPR0928		
1328325.6	Klebsiella pneumoniae subsp. pneumoniae KPR0928	Susceptible	Computational Prediction
1328325.7	Klebsiella pneumoniae subsp. pneumoniae KPR0928	Susceptible::Resistant	Computational Prediction
1328337.4	Hafnia alvei BIDMC 31	Resistant::Susceptible	AMR Panel
1328362.3	Klebsiella pneumoniae MGH 17	Resistant::Susceptible	AMR Panel
1328363.3	Klebsiella pneumoniae MGH 18	Resistant::Susceptible	AMR Panel
1328364.3	Klebsiella pneumoniae MGH 19	Resistant::Susceptible	AMR Panel
1328366.3	Klebsiella pneumoniae MGH 21	Resistant::Susceptible	AMR Panel
1328367.3	Klebsiella pneumoniae MGH 29	Resistant::Intermediate	AMR Panel
1328368.3	Klebsiella pneumoniae MGH 30	Resistant::Susceptible	AMR Panel
1328369.3	Klebsiella pneumoniae MGH 31	Resistant::Susceptible::Intermediate	AMR Panel
1328370.3	Klebsiella pneumoniae MGH 32	Susceptible	AMR Panel
1328371.3	Klebsiella pneumoniae MGH 35	Resistant::Susceptible::Intermediate	AMR Panel
1328372.3	Klebsiella pneumoniae MGH 36	Resistant::Susceptible	AMR Panel
1328373.3	Klebsiella pneumoniae MGH 39	Resistant::Susceptible::Intermediate	AMR Panel
1328375.3	Klebsiella pneumoniae MGH 43	Resistant::Susceptible::Intermediate	AMR Panel
1328377.3	Klebsiella pneumoniae MGH 45	Resistant::Susceptible	AMR Panel
1328378.3	Klebsiella pneumoniae MGH 46	Resistant::Susceptible	AMR Panel
1328379.3	Klebsiella pneumoniae MGH 47	Resistant::Susceptible::Intermediate	AMR Panel
1328380.3	Klebsiella pneumoniae MGH 48	Resistant::Susceptible	AMR Panel
1328381.3	Klebsiella pneumoniae BWH 2	Resistant::Susceptible	AMR Panel
1328382.3	Klebsiella pneumoniae BWH 15	Resistant::Susceptible::Intermediate	AMR Panel
1328383.3	Klebsiella pneumoniae BWH 22	Resistant::Susceptible	AMR Panel
1328384.3	Klebsiella pneumoniae BWH 28	Resistant::Susceptible::Intermediate	AMR Panel
1328385.3	Klebsiella pneumoniae BWH 30	Resistant::Susceptible::Intermediate	AMR Panel
1328386.3	Klebsiella pneumoniae BWH 36	Resistant::Susceptible	AMR Panel
1328387.3	Klebsiella pneumoniae BWH 41	Resistant::Susceptible::Intermediate	AMR Panel
1328389.3	Klebsiella pneumoniae UCICRE 1	Resistant::Intermediate	AMR Panel
1328390.3	Klebsiella pneumoniae UCICRE 2	Resistant::Susceptible	AMR Panel
