genome.genome_id	genome.genome_name	genome.antimicrobial_resistance	genome.antimicrobial_resistance_evidence
573.68192	Klebsiella pneumoniae 308I7	Susceptible::Resistant	Computational Method
573.68193	Klebsiella pneumoniae CNR5377	Susceptible::Resistant	Computational Method
573.68194	Klebsiella pneumoniae CDK6902-2	Resistant::Susceptible	Computational Method
573.68195	Klebsiella pneumoniae CDK7501-3	Susceptible::Resistant	Computational Method
573.68196	Klebsiella pneumoniae CDK6301	Susceptible::Resistant	Computational Method
573.68197	Klebsiella pneumoniae CDK5503	Susceptible::Resistant	Computational Method
573.68198	Klebsiella pneumoniae CDK4007	Susceptible::Resistant	Computational Method
573.68199	Klebsiella pneumoniae CDK4010	Susceptible::Resistant	Computational Method
573.68200	Klebsiella pneumoniae CDK5002	Susceptible::Resistant	Computational Method
573.68201	Klebsiella pneumoniae Guma3	Susceptible::Resistant	Computational Method
573.68202	Klebsiella pneumoniae CDK1001	Susceptible::Resistant	Computational Method
573.68203	Klebsiella pneumoniae CDK0303_re	Susceptible::Resistant	Computational Method
573.68204	Klebsiella pneumoniae Etjp5	Susceptible::Resistant	Computational Method
573.68205	Klebsiella pneumoniae Boma3	Susceptible::Resistant	Computational Method
573.68206	Klebsiella pneumoniae GN-138	Susceptible	Computational Method
573.68207	Klebsiella pneumoniae GN-128	Susceptible::Resistant	Computational Method
573.68208	Klebsiella pneumoniae SA2216	Resistant::Susceptible	Computational Method
573.68209	Klebsiella pneumoniae GN-017	Susceptible::Resistant	Computational Method
573.68210	Klebsiella pneumoniae KP23	Susceptible::Resistant	Computational Method
573.68211	Klebsiella pneumoniae GN-019	Susceptible::Resistant	Computational Method
573.68212	Klebsiella pneumoniae LACPHL-BACT-2024-00067	Resistant::Susceptible	Computational Method
573.68213	Klebsiella pneumoniae LACPHL-BACT-2024-00017	Susceptible::Resistant	Computational Method
573.68214	Klebsiella pneumoniae LACPHL-BACT-2024-00030	Resistant::Susceptible	Computational Method
573.68215	Klebsiella pneumoniae LACPHL-BACT-2024-00009	Susceptible::Resistant	Computational Method
573.68216	Klebsiella pneumoniae LACPHL-BACT-2024-00004	Susceptible::Resistant	Computational Method
573.68217	Klebsiella pneumoniae CDK8203	Susceptible::Resistant	Computational Method
573.68218	Klebsiella pneumoniae LACPHL-BACT-2024-00065	Susceptible::Resistant	Computational Method
573.68219	Klebsiella pneumoniae LACPHL-BACT-2024-00038	Resistant::Susceptible	Computational Method
573.68220	Klebsiella pneumoniae CDK6403	Susceptible::Resistant	Computational Method
573.68221	Klebsiella pneumoniae CDK5901	Susceptible::Resistant	Computational Method
573.68222	Klebsiella pneumoniae CDK4902	Susceptible::Resistant	Computational Method
573.68223	Klebsiella pneumoniae CDK4405_re	Susceptible::Resistant	Computational Method
573.68224	Klebsiella pneumoniae CDK4904	Susceptible::Resistant	Computational Method
573.68225	Klebsiella pneumoniae CDK4301	Resistant::Susceptible	Computational Method
573.68226	Klebsiella pneumoniae CDK3402	Susceptible::Resistant	Computational Method
573.68227	Klebsiella pneumoniae CDK0502	Susceptible::Resistant	Computational Method
573.68228	Klebsiella pneumoniae CDK2902	Susceptible::Resistant	Computational Method
573.68229	Klebsiella pneumoniae CRKP9	Susceptible::Resistant	Computational Method
573.68230	Klebsiella pneumoniae CRKP2	Resistant::Susceptible	Computational Method
573.68231	Klebsiella pneumoniae CRKP4	Susceptible::Resistant	Computational Method
573.68232	Klebsiella pneumoniae CRKP1	Resistant::Susceptible	Computational Method
573.68233	Klebsiella pneumoniae CRKP17	Susceptible::Resistant	Computational Method
573.68234	Klebsiella pneumoniae CRKP10	Susceptible::Resistant	Computational Method
573.68235	Klebsiella pneumoniae CRKP24	Resistant::Susceptible	Computational Method
573.68236	Klebsiella pneumoniae KP810	Susceptible::Resistant	Computational Method
573.68237	Klebsiella pneumoniae TNC81B4	Susceptible::Resistant	Computational Method
573.68238	Klebsiella pneumoniae KP10	Susceptible::Resistant	Computational Method
573.68239	Klebsiella pneumoniae CRKP28	Resistant::Susceptible	Computational Method
573.68240	Klebsiella pneumoniae PE262	Susceptible::Resistant	Computational Method
573.68241	Klebsiella pneumoniae PEKP1132	Susceptible	Computational Method
573.68242	Klebsiella pneumoniae PEKP1028	Susceptible	Computational Method
573.68243	Klebsiella pneumoniae PEKP2002	Susceptible	Computational Method
573.68244	Klebsiella pneumoniae Etjp3	Susceptible::Resistant	Computational Method
573.68245	Klebsiella pneumoniae Boma6	Susceptible::Resistant	Computational Method
573.68246	Klebsiella pneumoniae Boma5	Susceptible::Resistant	Computational Method
573.68247	Klebsiella pneumoniae KPEC2K	Susceptible::Resistant	Computational Method
573.68248	Klebsiella pneumoniae ECLORG14	Susceptible::Resistant	Computational Method
573.68249	Klebsiella pneumoniae ECLORG15	Susceptible::Resistant	Computational Method
573.68250	Klebsiella pneumoniae ECLORG37-kpc	Resistant::Susceptible	Computational Method
573.68251	Klebsiella pneumoniae GN-004	Susceptible::Resistant	Computational Method
573.68252	Klebsiella pneumoniae SA221	Susceptible::Resistant	Computational Method
573.68253	Klebsiella pneumoniae GN-020	Susceptible::Resistant	Computational Method
573.68254	Klebsiella pneumoniae SA226	Susceptible::Resistant	Computational Method
573.68255	Klebsiella pneumoniae GN-013	Susceptible::Resistant	Computational Method
573.68256	Klebsiella pneumoniae KP9	Susceptible::Resistant	Computational Method
573.68257	Klebsiella pneumoniae LACPHL-BACT-2024-00039	Resistant::Susceptible	Computational Method
573.68258	Klebsiella pneumoniae LACPHL-BACT-2024-00001	Resistant::Susceptible	Computational Method
573.68259	Klebsiella pneumoniae LACPHL-BACT-2024-00047	Susceptible::Resistant	Computational Method
573.68260	Klebsiella pneumoniae hv2157	Susceptible::Resistant	Computational Method
573.68261	Klebsiella pneumoniae 50105	Resistant::Susceptible	Computational Method
573.68262	Klebsiella pneumoniae LACPHL-BACT-2024-00022	Susceptible::Resistant	Computational Method
573.68263	Klebsiella pneumoniae LACPHL-BACT-2024-00085	Susceptible::Resistant	Computational Method
573.68264	Klebsiella pneumoniae LACPHL-BACT-2024-00094	Resistant::Susceptible	Computational Method
573.68265	Klebsiella pneumoniae KP26	Susceptible::Resistant	Computational Method
573.68266	Klebsiella pneumoniae B16	Susceptible	Computational Method
573.68267	Klebsiella pneumoniae KP8	Susceptible::Resistant	Computational Method
573.68268	Klebsiella pneumoniae LACPHL-BACT-2024-00033	Susceptible::Resistant	Computational Method
573.68269	Klebsiella pneumoniae LACPHL-BACT-2024-00006	Resistant::Susceptible	Computational Method
573.68270	Klebsiella pneumoniae LACPHL-BACT-2024-00090	Susceptible::Resistant	Computational Method
573.68271	Klebsiella pneumoniae LACPHL-BACT-2024-00025	Susceptible::Resistant	Computational Method
573.68272	Klebsiella pneumoniae JNP886	Resistant::Susceptible	Computational Method
573.68273	Klebsiella pneumoniae LACPHL-BACT-2024-00002	Resistant::Susceptible	Computational Method
573.68274	Klebsiella pneumoniae KpLESPA_240	Susceptible::Resistant	Computational Method
573.68275	Klebsiella pneumoniae IMB-6	Susceptible::Resistant	Computational Method
573.68276	Klebsiella pneumoniae Kp9	Resistant::Susceptible	Computational Method
573.68277	Klebsiella pneumoniae KP6	Resistant::Susceptible	Computational Method
573.68278	Klebsiella pneumoniae KpLESPA_146	Resistant::Susceptible	Computational Method
573.68279	Klebsiella pneumoniae KpLESPA_190	Susceptible::Resistant	Computational Method
573.68280	Klebsiella pneumoniae KpLESPA_203	Susceptible::Resistant	Computational Method
573.68281	Klebsiella pneumoniae KpLESPA_211	Susceptible::Resistant	Computational Method
573.68282	Klebsiella pneumoniae CRKP33	Susceptible::Resistant	Computational Method
573.68283	Klebsiella pneumoniae CRKP32	Resistant::Susceptible	Computational Method
573.68284	Klebsiella pneumoniae KpLESPA_218	Susceptible::Resistant	Computational Method
573.68285	Klebsiella pneumoniae PE5210	Susceptible	Computational Method
573.68286	Klebsiella pneumoniae TNC81S1	Susceptible::Resistant	Computational Method
573.68287	Klebsiella pneumoniae PEKP2074	Susceptible	Computational Method
573.68288	Klebsiella pneumoniae PEKP1083	Susceptible	Computational Method
573.68289	Klebsiella pneumoniae PEKP1026	Susceptible	Computational Method
573.68290	Klebsiella pneumoniae 297	Susceptible::Resistant	Computational Method
573.68291	Klebsiella pneumoniae KpLESPA_208	Susceptible::Resistant	Computational Method
573.68292	Klebsiella pneumoniae kp1	Susceptible::Resistant	Computational Method
573.68293	Klebsiella pneumoniae kp102	Susceptible::Resistant	Computational Method
573.68294	Klebsiella pneumoniae kp4	Resistant::Susceptible	Computational Method
573.68295	Klebsiella pneumoniae KpLESPA_214	Susceptible::Resistant	Computational Method
573.68296	Klebsiella pneumoniae KpLESPA_197	Susceptible::Resistant	Computational Method
573.68297	Klebsiella pneumoniae KpLESPA_204	Susceptible::Resistant	Computational Method
573.68298	Klebsiella pneumoniae KpLESPA_210	Susceptible::Resistant	Computational Method
573.68299	Klebsiella pneumoniae KpLESPA_193	Susceptible::Resistant	Computational Method
573.68300	Klebsiella pneumoniae KpLESPA_153	Susceptible::Resistant	Computational Method
573.68301	Klebsiella pneumoniae KpLESPA_148	Susceptible::Resistant	Computational Method
573.68302	Klebsiella pneumoniae KpLESPA_196	Susceptible::Resistant	Computational Method
573.68303	Klebsiella pneumoniae KpLESPA_178	Susceptible::Resistant	Computational Method
573.68304	Klebsiella pneumoniae KpLESPA_2	Resistant::Susceptible	Computational Method
573.68305	Klebsiella pneumoniae KpLESPA_110	Susceptible::Resistant	Computational Method
573.68306	Klebsiella pneumoniae KpLESPA_95	Susceptible::Resistant	Computational Method
573.68307	Klebsiella pneumoniae KpLESPA_99	Susceptible::Resistant	Computational Method
573.68308	Klebsiella pneumoniae KpLESPA_89	Susceptible::Resistant	Computational Method
573.68309	Klebsiella pneumoniae ODKB-16	Susceptible::Resistant	Computational Method
573.68310	Klebsiella pneumoniae hvKp 11492	Susceptible	Computational Method
573.68311	Klebsiella pneumoniae KpLESPA_144	Susceptible::Resistant	Computational Method
573.68312	Klebsiella pneumoniae CRKP25	Susceptible::Resistant	Computational Method
573.68313	Klebsiella pneumoniae CRKP27	Resistant::Susceptible	Computational Method
573.68314	Klebsiella pneumoniae CRKP7	Susceptible::Resistant	Computational Method
573.68315	Klebsiella pneumoniae PEKP2063	Susceptible	Computational Method
573.68316	Klebsiella pneumoniae CRKP38	Resistant::Susceptible	Computational Method
573.68317	Klebsiella pneumoniae CRKP39	Susceptible::Resistant	Computational Method
573.68318	Klebsiella pneumoniae CRKP30	Susceptible::Resistant	Computational Method
573.68319	Klebsiella pneumoniae PE393	Susceptible::Resistant	Computational Method
573.68320	Klebsiella pneumoniae PEKP1095	Susceptible	Computational Method
573.68321	Klebsiella pneumoniae PE388	Susceptible::Resistant	Computational Method
573.68322	Klebsiella pneumoniae PEKP2044	Susceptible::Resistant	Computational Method
573.68323	Klebsiella pneumoniae PEKP3107	Susceptible::Resistant	Computational Method
573.68324	Klebsiella pneumoniae KP219	Susceptible::Resistant	Computational Method
573.68325	Klebsiella pneumoniae PEKP3093	Susceptible	Computational Method
573.68326	Klebsiella pneumoniae Kp7	Resistant::Susceptible	Computational Method
573.68327	Klebsiella pneumoniae GN06487	Susceptible::Resistant	Computational Method
573.68328	Klebsiella pneumoniae kp8	Resistant::Susceptible	Computational Method
573.68329	Klebsiella pneumoniae ena-yuan-GCF_902507965.1	Susceptible	Computational Method
573.68330	Klebsiella pneumoniae SWJC4194Bt	Susceptible::Resistant	Computational Method
573.68331	Klebsiella pneumoniae GN04368	Susceptible::Resistant	Computational Method
573.68332	Klebsiella pneumoniae SWJC4097Bt	Susceptible::Resistant	Computational Method
573.68333	Klebsiella pneumoniae SWJC4231Bt	Susceptible::Resistant	Computational Method
573.68334	Klebsiella pneumoniae SWJC3926Bt	Susceptible::Resistant	Computational Method
573.68335	Klebsiella pneumoniae SWJC4028Bt	Susceptible::Resistant	Computational Method
573.68336	Klebsiella pneumoniae SWJQ3617Bt	Susceptible::Resistant	Computational Method
573.68337	Klebsiella pneumoniae SWJQ3071Bt	Susceptible::Resistant	Computational Method
573.68338	Klebsiella pneumoniae SWJQ2966Rt	Susceptible::Resistant	Computational Method
573.68339	Klebsiella pneumoniae S25	Resistant::Susceptible	Computational Method
573.68340	Klebsiella pneumoniae S21	Resistant::Susceptible	Computational Method
573.68341	Klebsiella pneumoniae S12	Susceptible::Resistant	Computational Method
573.68342	Klebsiella pneumoniae ND22Kp	Susceptible::Resistant	Computational Method
573.68343	Klebsiella pneumoniae ND13Kp	Resistant::Susceptible	Computational Method
573.68344	Klebsiella pneumoniae S4	Susceptible::Resistant	Computational Method
573.68345	Klebsiella pneumoniae ND16Kp	Susceptible::Resistant	Computational Method
573.68346	Klebsiella pneumoniae S2	Susceptible::Resistant	Computational Method
573.68347	Klebsiella pneumoniae ND7Kp	Susceptible::Resistant	Computational Method
573.68348	Klebsiella pneumoniae ND1Kp	Susceptible::Resistant	Computational Method
573.68349	Klebsiella pneumoniae ena-yuan-GCF_009647385.1	Susceptible	Computational Method
573.68350	Klebsiella pneumoniae ODKB-7	Susceptible::Resistant	Computational Method
573.68351	Klebsiella pneumoniae KpLESPA_220	Susceptible::Resistant	Computational Method
573.68352	Klebsiella pneumoniae KpLESPA_216	Resistant::Susceptible	Computational Method
573.68353	Klebsiella pneumoniae KpLESPA_219	Susceptible::Resistant	Computational Method
573.68354	Klebsiella pneumoniae KpLESPA_209	Susceptible::Resistant	Computational Method
573.68355	Klebsiella pneumoniae KpLESPA_199	Susceptible	Computational Method
573.68356	Klebsiella pneumoniae KpLESPA_139	Susceptible::Resistant	Computational Method
573.68357	Klebsiella pneumoniae KpLESPA_215	Susceptible::Resistant	Computational Method
573.68358	Klebsiella pneumoniae ODKB-40	Susceptible::Resistant	Computational Method
573.68359	Klebsiella pneumoniae KpLESPA_92	Resistant::Susceptible	Computational Method
573.68360	Klebsiella pneumoniae cKp 11473	Susceptible::Resistant	Computational Method
573.68361	Klebsiella pneumoniae ena-yuan-GCF_902507945.1	Susceptible	Computational Method
573.68362	Klebsiella pneumoniae ena-yuan-GCF_902508005.1	Susceptible	Computational Method
573.68363	Klebsiella pneumoniae ena-yuan-GCF_902507995.1	Susceptible::Resistant	Computational Method
573.68364	Klebsiella pneumoniae ena-yuan-GCF_902508075.1	Susceptible::Resistant	Computational Method
573.68365	Klebsiella pneumoniae SWJQ3381Bt	Susceptible::Resistant	Computational Method
573.68366	Klebsiella pneumoniae SWJC4178Bt	Susceptible::Resistant	Computational Method
573.68367	Klebsiella pneumoniae SWJQ2990Bt	Susceptible::Resistant	Computational Method
573.68368	Klebsiella pneumoniae SWJQ2991Bt	Susceptible::Resistant	Computational Method
573.68369	Klebsiella pneumoniae SWJC4210Bt	Susceptible::Resistant	Computational Method
573.68370	Klebsiella pneumoniae B16R1	Susceptible	Computational Method
573.68371	Klebsiella pneumoniae ND5Kp	Susceptible::Resistant	Computational Method
573.68372	Klebsiella pneumoniae ND6Kp	Susceptible::Resistant	Computational Method
573.68373	Klebsiella pneumoniae ND8Kp	Susceptible::Resistant	Computational Method
573.68374	Klebsiella pneumoniae ND2Kp	Susceptible::Resistant	Computational Method
573.68375	Klebsiella pneumoniae ND3Kp	Susceptible::Resistant	Computational Method
573.68376	Klebsiella pneumoniae KP2CSL	Susceptible::Resistant	Computational Method
573.68377	Klebsiella pneumoniae S14	Resistant::Susceptible	Computational Method
573.68378	Klebsiella pneumoniae S16	Susceptible::Resistant	Computational Method
573.68379	Klebsiella pneumoniae S19	Susceptible::Resistant	Computational Method
573.68380	Klebsiella pneumoniae S17	Susceptible::Resistant	Computational Method
573.68381	Klebsiella pneumoniae S5	Susceptible::Resistant	Computational Method
573.68382	Klebsiella pneumoniae S3	Resistant::Susceptible	Computational Method
573.68383	Klebsiella pneumoniae ND17Kp	Susceptible::Resistant	Computational Method
573.68384	Klebsiella pneumoniae ND18Kp	Susceptible::Resistant	Computational Method
573.68385	Klebsiella pneumoniae ND15Kp	Resistant::Susceptible	Computational Method
573.68386	Klebsiella pneumoniae BAA-1705-1/4MIC-a	Resistant::Susceptible	Computational Method
573.68387	Klebsiella pneumoniae BAA-1705-1/2MIC-a	Resistant::Susceptible	Computational Method
573.68388	Klebsiella pneumoniae K1-1/8MIC-c	Susceptible::Resistant	Computational Method
573.68389	Klebsiella pneumoniae K1	Susceptible::Resistant	Computational Method
573.68390	Klebsiella pneumoniae LABVAC_001	Susceptible::Resistant	Computational Method
573.68391	Klebsiella pneumoniae K1-1/8MIC-a	Susceptible::Resistant	Computational Method
573.68392	Klebsiella pneumoniae ena-yuan-GCF_902509045.1	Susceptible::Resistant	Computational Method
573.68393	Klebsiella pneumoniae ena-yuan-GCF_902508095.1	Resistant::Susceptible	Computational Method
573.68394	Klebsiella pneumoniae ena-yuan-GCF_902507975.1	Susceptible::Resistant	Computational Method
573.68395	Klebsiella pneumoniae BAA-1705-1/4MIC-c	Resistant::Susceptible	Computational Method
573.68396	Klebsiella pneumoniae ena-yuan-GCF_902509125.1	Susceptible::Resistant	Computational Method
573.68397	Klebsiella pneumoniae BAA-1705-1/2MIC-b	Resistant::Susceptible	Computational Method
573.68398	Klebsiella pneumoniae K1-1/4MIC-a	Susceptible::Resistant	Computational Method
573.68399	Klebsiella pneumoniae KP15	Susceptible::Resistant	Computational Method
573.68400	Klebsiella pneumoniae K1-1/2MIC-a	Susceptible::Resistant	Computational Method
573.68401	Klebsiella pneumoniae ena-yuan-GCF_902508055.1	Susceptible	Computational Method
573.68402	Klebsiella pneumoniae K1-1/2MIC-c	Susceptible::Resistant	Computational Method
573.68403	Klebsiella pneumoniae BAA-1705-1/2MIC-c	Resistant::Susceptible	Computational Method
573.68404	Klebsiella pneumoniae K1-1/4MIC-b	Susceptible::Resistant	Computational Method
573.68405	Klebsiella pneumoniae SWJC3920Bt	Susceptible::Resistant	Computational Method
573.68406	Klebsiella pneumoniae SWJC4111Bt	Susceptible::Resistant	Computational Method
573.68407	Klebsiella pneumoniae SWJC3298Bt	Susceptible::Resistant	Computational Method
573.68408	Klebsiella pneumoniae ena-yuan-GCF_902509035.1	Susceptible::Resistant	Computational Method
573.68409	Klebsiella pneumoniae ena-yuan-GCF_008123385.1	Resistant::Susceptible	Computational Method
573.68410	Klebsiella pneumoniae ena-yuan-GCF_902507225.1	Susceptible	Computational Method
573.68411	Klebsiella pneumoniae B1.S1.10	Susceptible::Resistant	Computational Method
573.68412	Klebsiella pneumoniae ND20Kp	Susceptible::Resistant	Computational Method
573.68413	Klebsiella pneumoniae S8	Susceptible::Resistant	Computational Method
573.68414	Klebsiella pneumoniae S1	Susceptible::Resistant	Computational Method
573.68415	Klebsiella pneumoniae ND14Kp	Resistant::Susceptible	Computational Method
573.68416	Klebsiella pneumoniae S23	Susceptible::Resistant	Computational Method
573.68417	Klebsiella pneumoniae B16R17	Susceptible	Computational Method
573.68418	Klebsiella pneumoniae ND21Kp	Resistant::Susceptible	Computational Method
573.68419	Klebsiella pneumoniae ND9Kp	Resistant::Susceptible	Computational Method
573.68420	Klebsiella pneumoniae ND11Kp	Susceptible::Resistant	Computational Method
573.68421	Klebsiella pneumoniae KP4WSM	Susceptible::Resistant	Computational Method
573.68422	Klebsiella pneumoniae KP1TCM	Susceptible::Resistant	Computational Method
573.68423	Klebsiella pneumoniae P6-TCBS-CTX-1	Susceptible::Resistant	Computational Method
573.68424	Klebsiella pneumoniae P12-MAC-CTX-1	Susceptible::Resistant	Computational Method
573.68425	Klebsiella pneumoniae ena-yuan-GCF_902508015.1	Susceptible::Resistant	Computational Method
573.68426	Klebsiella pneumoniae CARKW-1	Resistant::Susceptible	Computational Method
573.68427	Klebsiella pneumoniae CARKW-4	Resistant::Susceptible	Computational Method
573.68428	Klebsiella pneumoniae CRKW-2	Resistant::Susceptible	Computational Method
573.68429	Klebsiella pneumoniae XDR-100	Susceptible::Resistant	Computational Method
573.68430	Klebsiella pneumoniae ena-yuan-GCF_902508025.1	Susceptible	Computational Method
573.68431	Klebsiella pneumoniae XDR-189	Susceptible::Resistant	Computational Method
573.68432	Klebsiella pneumoniae XDR-206	Susceptible::Resistant	Computational Method
573.68433	Klebsiella pneumoniae CRKW-1	Resistant::Susceptible	Computational Method
573.68434	Klebsiella pneumoniae K1-1/2MIC-b	Susceptible::Resistant	Computational Method
573.68435	Klebsiella pneumoniae K1-1/4MIC-c	Susceptible::Resistant	Computational Method
573.68436	Klebsiella pneumoniae K1-1/8MIC-b	Susceptible::Resistant	Computational Method
573.68437	Klebsiella pneumoniae BAA-1705-1/4MIC-b	Resistant::Susceptible	Computational Method
573.68438	Klebsiella pneumoniae XDR-059	Susceptible::Resistant	Computational Method
573.68439	Klebsiella pneumoniae XDR-051	Susceptible::Resistant	Computational Method
573.68440	Klebsiella pneumoniae XDR-070	Susceptible::Resistant	Computational Method
573.68441	Klebsiella pneumoniae XDR-069	Susceptible::Resistant	Computational Method
573.68442	Klebsiella pneumoniae SC42	Susceptible::Resistant	Computational Method
573.68443	Klebsiella pneumoniae SC67	Susceptible::Resistant	Computational Method
573.68444	Klebsiella pneumoniae SC173	Susceptible::Resistant	Computational Method
573.68445	Klebsiella pneumoniae CARKW-2	Resistant::Susceptible	Computational Method
573.68446	Klebsiella pneumoniae 59190_lr	Susceptible::Resistant	Computational Method
573.68447	Klebsiella pneumoniae 58879_sr	Susceptible::Resistant	Computational Method
573.68448	Klebsiella pneumoniae 59019_sr	Susceptible::Resistant	Computational Method
573.68449	Klebsiella pneumoniae SC35	Susceptible::Resistant	Computational Method
573.68450	Klebsiella pneumoniae P9-TCBS-TIG-2	Susceptible::Resistant	Computational Method
573.68451	Klebsiella pneumoniae XDR-117	Susceptible::Resistant	Computational Method
573.68452	Klebsiella pneumoniae XDR-185	Resistant::Susceptible	Computational Method
573.68453	Klebsiella pneumoniae XDR-034	Resistant::Susceptible	Computational Method
573.68454	Klebsiella pneumoniae XDR-072	Susceptible::Resistant	Computational Method
573.68455	Klebsiella pneumoniae XDR-047	Susceptible::Resistant	Computational Method
573.68456	Klebsiella pneumoniae 15-9	Susceptible::Resistant	Computational Method
573.68457	Klebsiella pneumoniae 08-74	Susceptible::Resistant	Computational Method
573.68458	Klebsiella pneumoniae 58879_lr	Susceptible::Resistant	Computational Method
573.68459	Klebsiella pneumoniae 59157_sr	Susceptible::Resistant	Computational Method
573.68460	Klebsiella pneumoniae 58873_lr	Susceptible::Resistant	Computational Method
573.68461	Klebsiella pneumoniae 09-1	Resistant::Susceptible	Computational Method
573.68462	Klebsiella pneumoniae 15-10	Resistant::Susceptible	Computational Method
573.68463	Klebsiella pneumoniae 58873_sr	Susceptible::Resistant	Computational Method
573.68464	Klebsiella pneumoniae 58876_sr	Susceptible::Resistant	Computational Method
573.68465	Klebsiella pneumoniae NXQY01	Susceptible::Resistant	Computational Method
573.68466	Klebsiella pneumoniae SC7	Susceptible::Resistant	Computational Method
573.68467	Klebsiella pneumoniae 2106	Susceptible	Computational Method
573.68468	Klebsiella pneumoniae SC38	Resistant::Susceptible	Computational Method
573.68469	Klebsiella pneumoniae P10-MAC-CST-1	Susceptible::Resistant	Computational Method
573.68470	Klebsiella pneumoniae 16-1	Resistant::Susceptible	Computational Method
573.68471	Klebsiella pneumoniae Kleb5	Susceptible::Resistant	Computational Method
573.68472	Klebsiella pneumoniae 58942_lr	Susceptible::Resistant	Computational Method
573.68473	Klebsiella pneumoniae S3C	Susceptible::Resistant	Computational Method
573.68474	Klebsiella pneumoniae 08-1	Susceptible	Computational Method
573.68475	Klebsiella pneumoniae 08-70	Resistant::Susceptible	Computational Method
573.68476	Klebsiella pneumoniae 59190_sr	Susceptible::Resistant	Computational Method
573.68477	Klebsiella pneumoniae 58880_lr	Susceptible::Resistant	Computational Method
573.68478	Klebsiella pneumoniae 58942_sr	Susceptible::Resistant	Computational Method
573.68479	Klebsiella pneumoniae 58880_sr	Susceptible::Resistant	Computational Method
573.69363	Klebsiella pneumoniae 2024CK-00241	Susceptible::Resistant	Computational Method
573.69364	Klebsiella pneumoniae kp-CLS3-2	Susceptible::Resistant	Computational Method
573.69365	Klebsiella pneumoniae kp-CLS3-1	Susceptible::Resistant	Computational Method
573.69366	Klebsiella pneumoniae R4DF-E2	Susceptible::Resistant	Computational Method
573.69367	Klebsiella pneumoniae kp-CIS5-2	Susceptible::Resistant	Computational Method
573.69368	Klebsiella pneumoniae kp-CLS5-2	Susceptible::Resistant	Computational Method
573.69369	Klebsiella pneumoniae ESBL_105	Susceptible::Resistant	Computational Method
573.69370	Klebsiella pneumoniae ESBL_67	Susceptible::Resistant	Computational Method
573.69371	Klebsiella pneumoniae ESBL_70	Susceptible::Resistant	Computational Method
573.69372	Klebsiella pneumoniae ESBL_69	Susceptible::Resistant	Computational Method
573.69374	Klebsiella pneumoniae ESBL_39	Susceptible	Computational Method
573.69375	Klebsiella pneumoniae ESBL_61	Susceptible::Resistant	Computational Method
573.69376	Klebsiella pneumoniae KLZT	Susceptible::Resistant	Computational Method
573.69377	Klebsiella pneumoniae 130119deltaKPC	Resistant::Susceptible	Computational Method
573.69378	Klebsiella pneumoniae ESBL_64	Susceptible::Resistant	Computational Method
573.69379	Klebsiella pneumoniae 130119D	Resistant::Susceptible	Computational Method
573.69380	Klebsiella pneumoniae 130120deltaKPC	Susceptible::Resistant	Computational Method
573.69383	Klebsiella pneumoniae 20200219S1	Susceptible::Resistant	Computational Method
573.69384	Klebsiella pneumoniae 20200226S3	Susceptible::Resistant	Computational Method
573.69385	Klebsiella pneumoniae 20200220S2	Susceptible::Resistant	Computational Method
573.69386	Klebsiella pneumoniae GN02018	Susceptible::Resistant	Computational Method
573.69387	Klebsiella pneumoniae GN04077	Susceptible	Computational Method
573.69388	Klebsiella pneumoniae GN02348	Susceptible::Resistant	Computational Method
573.69389	Klebsiella pneumoniae GN03854	Susceptible	Computational Method
573.69390	Klebsiella pneumoniae S9	Susceptible::Resistant	Computational Method
573.69391	Klebsiella pneumoniae S10	Resistant::Susceptible	Computational Method
573.69392	Klebsiella pneumoniae KPSESC47	Resistant::Susceptible	Computational Method
573.69393	Klebsiella pneumoniae R_H3	Susceptible::Intermediate::Resistant::Not defined	Computational Method
573.69394	Klebsiella pneumoniae GN06034	Resistant::Susceptible	Computational Method
573.69395	Klebsiella pneumoniae GN04029	Susceptible::Resistant	Computational Method
573.69396	Klebsiella pneumoniae GN03826	Susceptible::Resistant	Computational Method
573.69397	Klebsiella pneumoniae P026-31	Susceptible	Computational Method
573.69398	Klebsiella pneumoniae 130120D	Susceptible::Resistant	Computational Method
573.69400	Klebsiella pneumoniae HEE57_1	Resistant::Susceptible	Computational Method
573.69401	Klebsiella pneumoniae M28413	Resistant::Susceptible	Computational Method
573.69402	Klebsiella pneumoniae M28162	Resistant::Susceptible	Computational Method
573.69403	Klebsiella pneumoniae M28206	Resistant::Susceptible	Computational Method
573.69404	Klebsiella pneumoniae M28196	Resistant::Susceptible	Computational Method
573.69405	Klebsiella pneumoniae M28195	Resistant::Susceptible	Computational Method
573.69406	Klebsiella pneumoniae 327	Susceptible::Resistant	Computational Method
573.69407	Klebsiella pneumoniae 176	Resistant::Susceptible	Computational Method
573.69408	Klebsiella pneumoniae 160	Susceptible::Resistant	Computational Method
573.69409	Klebsiella pneumoniae 161	Susceptible::Resistant	Computational Method
573.69410	Klebsiella pneumoniae 181	Resistant::Susceptible	Computational Method
573.69411	Klebsiella pneumoniae 180	Susceptible::Resistant	Computational Method
573.69412	Klebsiella pneumoniae 303	Susceptible::Resistant	Computational Method
573.69413	Klebsiella pneumoniae 148	Susceptible::Resistant	Computational Method
573.69414	Klebsiella pneumoniae 192	Susceptible::Resistant	Computational Method
573.69415	Klebsiella pneumoniae 331	Susceptible::Resistant	Computational Method
