genome.genome_id	genome_drug.genome_id	genome_drug.antibiotic	genome_drug.resistant_phenotype
1087445.3	1087445.3	cefotaxime/clavulanic acid	
1087445.3	1087445.3	cefuroxime	
1087445.3	1087445.3	doripenem	
1087445.3	1087445.3	ertapenem	
1087445.3	1087445.3	cefepime	
1087445.3	1087445.3	fosfomycin	
1087445.3	1087445.3	cefoxitin	
1087445.3	1087445.3	gentamicin	
1087445.3	1087445.3	imipenem	
1087445.3	1087445.3	levofloxacin	
1087445.3	1087445.3	meropenem	
1087445.3	1087445.3	minocycline	
1087445.3	1087445.3	nitrofurantoin	
1087445.3	1087445.3	ampicillin/sulbactam	
1087445.3	1087445.3	tetracycline	
1087445.3	1087445.3	tigecycline	
1087445.3	1087445.3	tobramycin	
1087445.3	1087445.3	piperacillin/tazobactam	
1087445.3	1087445.3	polymyxin B	
1087445.3	1087445.3	trimethoprim/sulfamethoxazole	
1087446.3	1087446.3	amoxicillin/clavulanic acid	
1087446.3	1087446.3	amikacin	
1087446.3	1087446.3	ampicillin	
1087446.3	1087446.3	aztreonam	
1087446.3	1087446.3	ceftazidime	
1087446.3	1087446.3	cefazolin	
1087446.3	1087446.3	chloramphenicol	
1087446.3	1087446.3	ciprofloxacin	
1087446.3	1087446.3	ceftriaxone	
1087446.3	1087446.3	colistin	
1087446.3	1087446.3	cefotaxime	
1087446.3	1087446.3	cefotaxime/clavulanic acid	
1087446.3	1087446.3	cefuroxime	
1087446.3	1087446.3	doripenem	
1087446.3	1087446.3	ertapenem	
1087446.3	1087446.3	cefepime	
1087446.3	1087446.3	fosfomycin	
1087446.3	1087446.3	cefoxitin	
1087446.3	1087446.3	gentamicin	
1087446.3	1087446.3	imipenem	
1087446.3	1087446.3	levofloxacin	
1087446.3	1087446.3	meropenem	
1087446.3	1087446.3	minocycline	
1087446.3	1087446.3	nitrofurantoin	
1087446.3	1087446.3	ampicillin/sulbactam	
1087446.3	1087446.3	tetracycline	
1087446.3	1087446.3	tigecycline	
1087446.3	1087446.3	tobramycin	
1087446.3	1087446.3	piperacillin/tazobactam	
1087446.3	1087446.3	polymyxin B	
1087446.3	1087446.3	trimethoprim/sulfamethoxazole	
1087447.3	1087447.3	amoxicillin/clavulanic acid	
1087447.3	1087447.3	amikacin	
1087447.3	1087447.3	ampicillin	
1087447.3	1087447.3	aztreonam	
1087447.3	1087447.3	ceftazidime	
1087447.3	1087447.3	cefazolin	
1087447.3	1087447.3	chloramphenicol	
1087447.3	1087447.3	ciprofloxacin	
1087447.3	1087447.3	ceftriaxone	
1087447.3	1087447.3	colistin	
1087447.3	1087447.3	cefotaxime	
1087447.3	1087447.3	cefotaxime/clavulanic acid	
1087447.3	1087447.3	cefuroxime	
1087447.3	1087447.3	doripenem	
1087447.3	1087447.3	ertapenem	
1087447.3	1087447.3	cefepime	
1087447.3	1087447.3	fosfomycin	
1087447.3	1087447.3	cefoxitin	
1087447.3	1087447.3	gentamicin	
1087447.3	1087447.3	imipenem	
1087447.3	1087447.3	levofloxacin	
1087447.3	1087447.3	meropenem	
1087447.3	1087447.3	minocycline	
1087447.3	1087447.3	nitrofurantoin	
1087447.3	1087447.3	ampicillin/sulbactam	
1087447.3	1087447.3	tetracycline	
1087447.3	1087447.3	tigecycline	
1087447.3	1087447.3	tobramycin	
1087447.3	1087447.3	piperacillin/tazobactam	
1087447.3	1087447.3	polymyxin B	
1087447.3	1087447.3	trimethoprim/sulfamethoxazole	
1074486.3	1074486.3	amoxicillin/clavulanic acid	
1074486.3	1074486.3	amikacin	
1074486.3	1074486.3	ampicillin	
1074486.3	1074486.3	aztreonam	
1074486.3	1074486.3	ceftazidime	
1074486.3	1074486.3	cefazolin	
1074486.3	1074486.3	chloramphenicol	
1074486.3	1074486.3	ciprofloxacin	
1074486.3	1074486.3	ceftriaxone	
1074486.3	1074486.3	colistin	
1074486.3	1074486.3	cefotaxime	
1074486.3	1074486.3	cefotaxime/clavulanic acid	
1074486.3	1074486.3	cefuroxime	
1074486.3	1074486.3	doripenem	
1074486.3	1074486.3	ertapenem	
1074486.3	1074486.3	cefepime	
1074486.3	1074486.3	fosfomycin	
1074486.3	1074486.3	cefoxitin	
1074486.3	1074486.3	gentamicin	
1074486.3	1074486.3	imipenem	
1074486.3	1074486.3	levofloxacin	
1074486.3	1074486.3	meropenem	
1074486.3	1074486.3	minocycline	
1074486.3	1074486.3	nitrofurantoin	
1074486.3	1074486.3	ampicillin/sulbactam	
1074486.3	1074486.3	tetracycline	
1074486.3	1074486.3	tigecycline	
1074486.3	1074486.3	tobramycin	
1074486.3	1074486.3	piperacillin/tazobactam	
1074486.3	1074486.3	polymyxin B	
1074486.3	1074486.3	trimethoprim/sulfamethoxazole	
1037890.3	1037890.3	amoxicillin/clavulanic acid	
1037890.3	1037890.3	amikacin	
1037890.3	1037890.3	ampicillin	
1037890.3	1037890.3	aztreonam	
1037890.3	1037890.3	ceftazidime	
1037890.3	1037890.3	cefazolin	
1037890.3	1037890.3	chloramphenicol	
1037890.3	1037890.3	ciprofloxacin	
1037890.3	1037890.3	ceftriaxone	
1037890.3	1037890.3	colistin	
1037890.3	1037890.3	cefotaxime	
1037890.3	1037890.3	cefotaxime/clavulanic acid	
1037890.3	1037890.3	cefuroxime	
1037890.3	1037890.3	doripenem	
1037890.3	1037890.3	ertapenem	
1037890.3	1037890.3	cefepime	
1037890.3	1037890.3	fosfomycin	
1037890.3	1037890.3	cefoxitin	
1037890.3	1037890.3	gentamicin	
1037890.3	1037890.3	imipenem	
1037890.3	1037890.3	levofloxacin	
1037890.3	1037890.3	meropenem	
1037890.3	1037890.3	minocycline	
1037890.3	1037890.3	nitrofurantoin	
1037890.3	1037890.3	ampicillin/sulbactam	
1037890.3	1037890.3	tetracycline	
1037890.3	1037890.3	tigecycline	
1037890.3	1037890.3	tobramycin	
1037890.3	1037890.3	piperacillin/tazobactam	
1037890.3	1037890.3	polymyxin B	
1037890.3	1037890.3	trimethoprim/sulfamethoxazole	
1037908.3	1037908.3	amoxicillin/clavulanic acid	
1037908.3	1037908.3	amikacin	
1037908.3	1037908.3	ampicillin	
1037908.3	1037908.3	aztreonam	
1037908.3	1037908.3	ceftazidime	
1037908.3	1037908.3	cefazolin	
1037908.3	1037908.3	chloramphenicol	
1037908.3	1037908.3	ciprofloxacin	
1037908.3	1037908.3	ceftriaxone	
1037908.3	1037908.3	colistin	
1037908.3	1037908.3	cefotaxime	
1037908.3	1037908.3	cefotaxime/clavulanic acid	
1037908.3	1037908.3	cefuroxime	
1037908.3	1037908.3	doripenem	
1037908.3	1037908.3	ertapenem	
1037908.3	1037908.3	cefepime	
1037908.3	1037908.3	fosfomycin	
1037908.3	1037908.3	cefoxitin	
1037908.3	1037908.3	gentamicin	
1037908.3	1037908.3	imipenem	
1037908.3	1037908.3	levofloxacin	
1037908.3	1037908.3	meropenem	
1037908.3	1037908.3	minocycline	
1037908.3	1037908.3	nitrofurantoin	
1037908.3	1037908.3	ampicillin/sulbactam	
1037908.3	1037908.3	tetracycline	
1037908.3	1037908.3	tigecycline	
1037908.3	1037908.3	tobramycin	
1037908.3	1037908.3	piperacillin/tazobactam	
1037908.3	1037908.3	polymyxin B	
1037908.3	1037908.3	trimethoprim/sulfamethoxazole	
1049565.29	1049565.29	amoxicillin/clavulanic acid	
1049565.29	1049565.29	amikacin	
1049565.29	1049565.29	ampicillin	
1049565.29	1049565.29	aztreonam	
1049565.29	1049565.29	ceftazidime	
1049565.29	1049565.29	cefazolin	
1049565.29	1049565.29	chloramphenicol	
1049565.29	1049565.29	ciprofloxacin	
1049565.29	1049565.29	ceftriaxone	
1049565.29	1049565.29	colistin	
1049565.29	1049565.29	cefotaxime	
1049565.29	1049565.29	cefotaxime/clavulanic acid	
1049565.29	1049565.29	cefuroxime	
1049565.29	1049565.29	doripenem	
1049565.29	1049565.29	ertapenem	
1049565.29	1049565.29	cefepime	
1049565.29	1049565.29	fosfomycin	
1049565.29	1049565.29	cefoxitin	
1049565.29	1049565.29	gentamicin	
1049565.29	1049565.29	imipenem	
1049565.29	1049565.29	levofloxacin	
1049565.29	1049565.29	meropenem	
1049565.29	1049565.29	minocycline	
1049565.29	1049565.29	nitrofurantoin	
1049565.29	1049565.29	ampicillin/sulbactam	
1049565.29	1049565.29	tetracycline	
1049565.29	1049565.29	tigecycline	
1049565.29	1049565.29	tobramycin	
1049565.29	1049565.29	piperacillin/tazobactam	
1049565.29	1049565.29	polymyxin B	
1049565.29	1049565.29	trimethoprim/sulfamethoxazole	
1049565.4	1049565.4	amoxicillin/clavulanic acid	
1049565.4	1049565.4	amikacin	
1049565.4	1049565.4	ampicillin	
1049565.4	1049565.4	aztreonam	
1049565.4	1049565.4	ceftazidime	
1049565.4	1049565.4	cefazolin	
1049565.4	1049565.4	chloramphenicol	
1049565.4	1049565.4	ciprofloxacin	
1049565.4	1049565.4	ceftriaxone	
1049565.4	1049565.4	colistin	
1049565.4	1049565.4	cefotaxime	
1049565.4	1049565.4	cefotaxime/clavulanic acid	
1049565.4	1049565.4	cefuroxime	
1049565.4	1049565.4	doripenem	
1049565.4	1049565.4	ertapenem	
1049565.4	1049565.4	cefepime	
1049565.4	1049565.4	fosfomycin	
1049565.4	1049565.4	cefoxitin	
1049565.4	1049565.4	gentamicin	
1049565.4	1049565.4	imipenem	
1049565.4	1049565.4	levofloxacin	
1049565.4	1049565.4	meropenem	
1049565.4	1049565.4	minocycline	
1049565.4	1049565.4	nitrofurantoin	
1049565.4	1049565.4	ampicillin/sulbactam	
1049565.4	1049565.4	tetracycline	
1049565.4	1049565.4	tigecycline	
1049565.4	1049565.4	tobramycin	
1049565.4	1049565.4	piperacillin/tazobactam	
1049565.4	1049565.4	polymyxin B	
1049565.4	1049565.4	trimethoprim/sulfamethoxazole	
1352932.3	1352932.3	amoxicillin/clavulanic acid	
1352932.3	1352932.3	amikacin	
1352932.3	1352932.3	ampicillin	
1352932.3	1352932.3	aztreonam	
1352932.3	1352932.3	ceftazidime	
1352932.3	1352932.3	cefazolin	
1352932.3	1352932.3	chloramphenicol	
1352932.3	1352932.3	ciprofloxacin	
1352932.3	1352932.3	ceftriaxone	
1352932.3	1352932.3	colistin	
1352932.3	1352932.3	cefotaxime	
1352932.3	1352932.3	cefotaxime/clavulanic acid	
1352932.3	1352932.3	cefuroxime	
1352932.3	1352932.3	doripenem	
1352932.3	1352932.3	ertapenem	
1352932.3	1352932.3	cefepime	
1352932.3	1352932.3	fosfomycin	
1352932.3	1352932.3	cefoxitin	
1352932.3	1352932.3	gentamicin	
1352932.3	1352932.3	imipenem	
1352932.3	1352932.3	levofloxacin	
1352932.3	1352932.3	meropenem	
1352932.3	1352932.3	minocycline	
1352932.3	1352932.3	nitrofurantoin	
1352932.3	1352932.3	ampicillin/sulbactam	
1352932.3	1352932.3	tetracycline	
1352932.3	1352932.3	tigecycline	
1352932.3	1352932.3	tobramycin	
1352932.3	1352932.3	piperacillin/tazobactam	
1352932.3	1352932.3	polymyxin B	
1352932.3	1352932.3	trimethoprim/sulfamethoxazole	
1352933.3	1352933.3	amoxicillin/clavulanic acid	
1352933.3	1352933.3	amikacin	
1352933.3	1352933.3	ampicillin	
1352933.3	1352933.3	aztreonam	
1352933.3	1352933.3	ceftazidime	
1352933.3	1352933.3	cefazolin	
1352933.3	1352933.3	chloramphenicol	
1352933.3	1352933.3	ciprofloxacin	
1352933.3	1352933.3	ceftriaxone	
1352933.3	1352933.3	colistin	
1352933.3	1352933.3	cefotaxime	
1352933.3	1352933.3	cefotaxime/clavulanic acid	
1352933.3	1352933.3	cefuroxime	
1352933.3	1352933.3	doripenem	
1352933.3	1352933.3	ertapenem	
1352933.3	1352933.3	cefepime	
1352933.3	1352933.3	fosfomycin	
1352933.3	1352933.3	cefoxitin	
1352933.3	1352933.3	gentamicin	
1352933.3	1352933.3	imipenem	
1352933.3	1352933.3	levofloxacin	
1352933.3	1352933.3	meropenem	
1352933.3	1352933.3	minocycline	
1352933.3	1352933.3	nitrofurantoin	
1352933.3	1352933.3	ampicillin/sulbactam	
1352933.3	1352933.3	tetracycline	
1352933.3	1352933.3	tigecycline	
1352933.3	1352933.3	tobramycin	
1352933.3	1352933.3	piperacillin/tazobactam	
1352933.3	1352933.3	polymyxin B	
1352933.3	1352933.3	trimethoprim/sulfamethoxazole	
1389422.3	1389422.3	amoxicillin/clavulanic acid	
1389422.3	1389422.3	amikacin	
1389422.3	1389422.3	ampicillin	
1389422.3	1389422.3	aztreonam	
1389422.3	1389422.3	ceftazidime	
1389422.3	1389422.3	cefazolin	
1389422.3	1389422.3	chloramphenicol	
1389422.3	1389422.3	ciprofloxacin	
1389422.3	1389422.3	ceftriaxone	
1389422.3	1389422.3	colistin	
1389422.3	1389422.3	cefotetan	
1389422.3	1389422.3	cefotaxime	
1389422.3	1389422.3	cefuroxime	
1389422.3	1389422.3	doripenem	
1389422.3	1389422.3	ertapenem	
1389422.3	1389422.3	cefepime	
1389422.3	1389422.3	fosfomycin	
1389422.3	1389422.3	cefoxitin	
1389422.3	1389422.3	gentamicin	
1389422.3	1389422.3	imipenem	
1389422.3	1389422.3	levofloxacin	
1389422.3	1389422.3	meropenem	
1389422.3	1389422.3	nalidixic acid	
1389422.3	1389422.3	nitrofurantoin	
1389422.3	1389422.3	piperacillin	
1389422.3	1389422.3	ampicillin/sulbactam	
1389422.3	1389422.3	streptomycin	
1389422.3	1389422.3	tetracycline	
1389422.3	1389422.3	tigecycline	
1389422.3	1389422.3	tobramycin	
1389422.3	1389422.3	piperacillin/tazobactam	
1389422.3	1389422.3	amoxicillin/clavulanic acid	Susceptible
1389422.3	1389422.3	ampicillin	Resistant
1389422.3	1389422.3	amoxicillin	Resistant
1389422.3	1389422.3	aztreonam	Resistant
1389422.3	1389422.3	ceftazidime	Susceptible
1389422.3	1389422.3	cefalothin	Resistant
1389422.3	1389422.3	cefazolin	Resistant
1389422.3	1389422.3	chloramphenicol	Susceptible
1389422.3	1389422.3	ciprofloxacin	Susceptible
1389422.3	1389422.3	ceftriaxone	Resistant
1389422.3	1389422.3	cefotaxime	Resistant
1389422.3	1389422.3	cefuroxime	Resistant
1389422.3	1389422.3	doxycycline	Resistant
1389422.3	1389422.3	ertapenem	Susceptible
1389422.3	1389422.3	cefepime	Susceptible
1389422.3	1389422.3	cefoxitin	Susceptible
1389422.3	1389422.3	gentamicin	Susceptible
1389422.3	1389422.3	imipenem	Resistant
1389422.3	1389422.3	levofloxacin	Susceptible
1389422.3	1389422.3	meropenem	Susceptible
1389422.3	1389422.3	nalidixic acid	Resistant
1389422.3	1389422.3	norfloxacin	Resistant
1389422.3	1389422.3	ampicillin/sulbactam	Resistant
1389422.3	1389422.3	sulfamethoxazole	Resistant
1389422.3	1389422.3	streptomycin	Resistant
1389422.3	1389422.3	tetracycline	Susceptible
1389422.3	1389422.3	ceftiofur	Resistant
1389422.3	1389422.3	trimethoprim	Resistant
1389422.3	1389422.3	tobramycin	Resistant
1389422.3	1389422.3	piperacillin/tazobactam	Resistant
1389422.3	1389422.3	trimethoprim/sulfamethoxazole	
1389422.3	1389422.3	trimethoprim/sulfamethoxazole	Resistant
1392499.4	1392499.4	amoxicillin/clavulanic acid	
1392499.4	1392499.4	amikacin	
1392499.4	1392499.4	ampicillin	
1392499.4	1392499.4	aztreonam	
1392499.4	1392499.4	ceftazidime	
1392499.4	1392499.4	cefazolin	
1392499.4	1392499.4	chloramphenicol	
1392499.4	1392499.4	ciprofloxacin	
1392499.4	1392499.4	ceftriaxone	
1392499.4	1392499.4	colistin	
1392499.4	1392499.4	cefotaxime	
1392499.4	1392499.4	cefotaxime/clavulanic acid	
1392499.4	1392499.4	cefuroxime	
1392499.4	1392499.4	doripenem	
1392499.4	1392499.4	ertapenem	
1392499.4	1392499.4	cefepime	
1392499.4	1392499.4	fosfomycin	
1392499.4	1392499.4	cefoxitin	
1392499.4	1392499.4	gentamicin	
1392499.4	1392499.4	imipenem	
1392499.4	1392499.4	levofloxacin	
1392499.4	1392499.4	meropenem	
1392499.4	1392499.4	minocycline	
1392499.4	1392499.4	nitrofurantoin	
1392499.4	1392499.4	ampicillin/sulbactam	
1392499.4	1392499.4	tetracycline	
1392499.4	1392499.4	tigecycline	
1392499.4	1392499.4	tobramycin	
1392499.4	1392499.4	piperacillin/tazobactam	
1392499.4	1392499.4	polymyxin B	
1392499.4	1392499.4	trimethoprim/sulfamethoxazole	
1392500.3	1392500.3	amoxicillin/clavulanic acid	
1392500.3	1392500.3	amikacin	
1392500.3	1392500.3	ampicillin	
1392500.3	1392500.3	aztreonam	
1392500.3	1392500.3	ceftazidime	
1392500.3	1392500.3	cefazolin	
1392500.3	1392500.3	chloramphenicol	
1392500.3	1392500.3	ciprofloxacin	
1392500.3	1392500.3	ceftriaxone	
1392500.3	1392500.3	colistin	
1392500.3	1392500.3	cefotaxime	
1392500.3	1392500.3	cefotaxime/clavulanic acid	
1392500.3	1392500.3	cefuroxime	
1392500.3	1392500.3	doripenem	
1392500.3	1392500.3	ertapenem	
1392500.3	1392500.3	cefepime	
1392500.3	1392500.3	fosfomycin	
1392500.3	1392500.3	cefoxitin	
1392500.3	1392500.3	gentamicin	
1392500.3	1392500.3	imipenem	
1392500.3	1392500.3	levofloxacin	
1392500.3	1392500.3	meropenem	
1392500.3	1392500.3	minocycline	
1392500.3	1392500.3	nitrofurantoin	
1392500.3	1392500.3	ampicillin/sulbactam	
1392500.3	1392500.3	tetracycline	
1392500.3	1392500.3	tigecycline	
1392500.3	1392500.3	tobramycin	
1392500.3	1392500.3	piperacillin/tazobactam	
1392500.3	1392500.3	polymyxin B	
1392500.3	1392500.3	trimethoprim/sulfamethoxazole	
1395574.3	1395574.3	amoxicillin/clavulanic acid	
1395574.3	1395574.3	amikacin	
1395574.3	1395574.3	ampicillin	
1395574.3	1395574.3	aztreonam	
1395574.3	1395574.3	ceftazidime	
1395574.3	1395574.3	cefazolin	
1395574.3	1395574.3	chloramphenicol	
1395574.3	1395574.3	ciprofloxacin	
1395574.3	1395574.3	ceftriaxone	
1395574.3	1395574.3	colistin	
1395574.3	1395574.3	cefotaxime	
1395574.3	1395574.3	cefotaxime/clavulanic acid	
1395574.3	1395574.3	cefuroxime	
1395574.3	1395574.3	doripenem	
1395574.3	1395574.3	ertapenem	
1395574.3	1395574.3	cefepime	
1395574.3	1395574.3	fosfomycin	
1395574.3	1395574.3	cefoxitin	
1395574.3	1395574.3	gentamicin	
1395574.3	1395574.3	imipenem	
1395574.3	1395574.3	levofloxacin	
1395574.3	1395574.3	meropenem	
1395574.3	1395574.3	minocycline	
1395574.3	1395574.3	nitrofurantoin	
1395574.3	1395574.3	ampicillin/sulbactam	
1395574.3	1395574.3	tetracycline	
1395574.3	1395574.3	tigecycline	
1395574.3	1395574.3	tobramycin	
1395574.3	1395574.3	piperacillin/tazobactam	
1395574.3	1395574.3	polymyxin B	
1395574.3	1395574.3	trimethoprim/sulfamethoxazole	
1395575.3	1395575.3	amoxicillin/clavulanic acid	
1395575.3	1395575.3	amikacin	
1395575.3	1395575.3	ampicillin	
1395575.3	1395575.3	aztreonam	
1395575.3	1395575.3	ceftazidime	
1395575.3	1395575.3	cefazolin	
1395575.3	1395575.3	chloramphenicol	
1395575.3	1395575.3	ciprofloxacin	
1395575.3	1395575.3	ceftriaxone	
1395575.3	1395575.3	colistin	
1395575.3	1395575.3	cefotaxime	
1395575.3	1395575.3	cefotaxime/clavulanic acid	
1395575.3	1395575.3	cefuroxime	
1395575.3	1395575.3	doripenem	
1395575.3	1395575.3	ertapenem	
1395575.3	1395575.3	cefepime	
1395575.3	1395575.3	fosfomycin	
1395575.3	1395575.3	cefoxitin	
1395575.3	1395575.3	gentamicin	
1395575.3	1395575.3	imipenem	
1395575.3	1395575.3	levofloxacin	
1395575.3	1395575.3	meropenem	
1395575.3	1395575.3	minocycline	
1395575.3	1395575.3	nitrofurantoin	
1395575.3	1395575.3	ampicillin/sulbactam	
1395575.3	1395575.3	tetracycline	
1395575.3	1395575.3	tigecycline	
1395575.3	1395575.3	tobramycin	
1395575.3	1395575.3	piperacillin/tazobactam	
1395575.3	1395575.3	polymyxin B	
1395575.3	1395575.3	trimethoprim/sulfamethoxazole	
1193292.6	1193292.6	amoxicillin/clavulanic acid	
1193292.6	1193292.6	amikacin	
1193292.6	1193292.6	ampicillin	
1193292.6	1193292.6	aztreonam	
1193292.6	1193292.6	ceftazidime	
1193292.6	1193292.6	cefazolin	
1193292.6	1193292.6	chloramphenicol	
1193292.6	1193292.6	ciprofloxacin	
1193292.6	1193292.6	ceftriaxone	
1193292.6	1193292.6	colistin	
1193292.6	1193292.6	cefotaxime	
1193292.6	1193292.6	cefotaxime/clavulanic acid	
1193292.6	1193292.6	cefuroxime	
1193292.6	1193292.6	doripenem	
1193292.6	1193292.6	ertapenem	
1193292.6	1193292.6	cefepime	
1193292.6	1193292.6	fosfomycin	
1193292.6	1193292.6	cefoxitin	
1193292.6	1193292.6	gentamicin	
1193292.6	1193292.6	imipenem	
1193292.6	1193292.6	levofloxacin	
1193292.6	1193292.6	meropenem	
1193292.6	1193292.6	minocycline	
1193292.6	1193292.6	nitrofurantoin	
1193292.6	1193292.6	ampicillin/sulbactam	
1193292.6	1193292.6	tetracycline	
1193292.6	1193292.6	tigecycline	
1193292.6	1193292.6	tobramycin	
1193292.6	1193292.6	piperacillin/tazobactam	
1193292.6	1193292.6	polymyxin B	
1193292.6	1193292.6	trimethoprim/sulfamethoxazole	
1199150.3	1199150.3	amoxicillin/clavulanic acid	
1199150.3	1199150.3	amikacin	
1199150.3	1199150.3	ampicillin	
1199150.3	1199150.3	aztreonam	
1199150.3	1199150.3	ceftazidime	
1199150.3	1199150.3	cefazolin	
1199150.3	1199150.3	chloramphenicol	
1199150.3	1199150.3	ciprofloxacin	
1199150.3	1199150.3	ceftriaxone	
1199150.3	1199150.3	colistin	
1199150.3	1199150.3	cefotaxime	
1199150.3	1199150.3	cefotaxime/clavulanic acid	
1199150.3	1199150.3	cefuroxime	
1199150.3	1199150.3	doripenem	
1199150.3	1199150.3	ertapenem	
1199150.3	1199150.3	cefepime	
1199150.3	1199150.3	fosfomycin	
1199150.3	1199150.3	cefoxitin	
1199150.3	1199150.3	gentamicin	
1199150.3	1199150.3	imipenem	
1199150.3	1199150.3	levofloxacin	
1199150.3	1199150.3	meropenem	
1199150.3	1199150.3	minocycline	
1199150.3	1199150.3	nitrofurantoin	
1199150.3	1199150.3	ampicillin/sulbactam	
1199150.3	1199150.3	tetracycline	
1199150.3	1199150.3	tigecycline	
1199150.3	1199150.3	tobramycin	
1199150.3	1199150.3	piperacillin/tazobactam	
1199150.3	1199150.3	polymyxin B	
1199150.3	1199150.3	trimethoprim/sulfamethoxazole	
1199150.7	1199150.7	amoxicillin/clavulanic acid	
1199150.7	1199150.7	amikacin	
1199150.7	1199150.7	ampicillin	
1199150.7	1199150.7	aztreonam	
1199150.7	1199150.7	ceftazidime	
1199150.7	1199150.7	cefazolin	
1199150.7	1199150.7	chloramphenicol	
1199150.7	1199150.7	ciprofloxacin	
1199150.7	1199150.7	ceftriaxone	
1199150.7	1199150.7	colistin	
1199150.7	1199150.7	cefotaxime	
1199150.7	1199150.7	cefotaxime/clavulanic acid	
1199150.7	1199150.7	cefuroxime	
1199150.7	1199150.7	doripenem	
1199150.7	1199150.7	ertapenem	
1199150.7	1199150.7	cefepime	
1199150.7	1199150.7	fosfomycin	
1199150.7	1199150.7	cefoxitin	
1199150.7	1199150.7	gentamicin	
1199150.7	1199150.7	imipenem	
1199150.7	1199150.7	levofloxacin	
1199150.7	1199150.7	meropenem	
1199150.7	1199150.7	minocycline	
1199150.7	1199150.7	nitrofurantoin	
1199150.7	1199150.7	ampicillin/sulbactam	
1199150.7	1199150.7	tetracycline	
1199150.7	1199150.7	tigecycline	
1199150.7	1199150.7	tobramycin	
1199150.7	1199150.7	piperacillin/tazobactam	
1199150.7	1199150.7	polymyxin B	
1199150.7	1199150.7	trimethoprim/sulfamethoxazole	
1203544.3	1203544.3	amoxicillin/clavulanic acid	
1203544.3	1203544.3	amikacin	
1203544.3	1203544.3	ampicillin	
1203544.3	1203544.3	aztreonam	
1203544.3	1203544.3	ceftazidime	
1203544.3	1203544.3	cefazolin	
1203544.3	1203544.3	chloramphenicol	
1203544.3	1203544.3	ciprofloxacin	
1203544.3	1203544.3	ceftriaxone	
1203544.3	1203544.3	colistin	
1203544.3	1203544.3	cefotaxime	
1203544.3	1203544.3	cefotaxime/clavulanic acid	
1203544.3	1203544.3	cefuroxime	
1203544.3	1203544.3	doripenem	
1203544.3	1203544.3	ertapenem	
1203544.3	1203544.3	cefepime	
1203544.3	1203544.3	fosfomycin	
1203544.3	1203544.3	cefoxitin	
1203544.3	1203544.3	gentamicin	
1203544.3	1203544.3	imipenem	
1203544.3	1203544.3	levofloxacin	
1203544.3	1203544.3	meropenem	
1203544.3	1203544.3	minocycline	
1203544.3	1203544.3	nitrofurantoin	
1203544.3	1203544.3	ampicillin/sulbactam	
1203544.3	1203544.3	tetracycline	
1203544.3	1203544.3	tigecycline	
1203544.3	1203544.3	tobramycin	
1203544.3	1203544.3	piperacillin/tazobactam	
1203544.3	1203544.3	polymyxin B	
1203544.3	1203544.3	trimethoprim/sulfamethoxazole	
1203545.3	1203545.3	amoxicillin/clavulanic acid	
1203545.3	1203545.3	amikacin	
1203545.3	1203545.3	ampicillin	
1203545.3	1203545.3	aztreonam	
1203545.3	1203545.3	ceftazidime	
1203545.3	1203545.3	cefazolin	
1203545.3	1203545.3	chloramphenicol	
1203545.3	1203545.3	ciprofloxacin	
1203545.3	1203545.3	ceftriaxone	
1203545.3	1203545.3	colistin	
1203545.3	1203545.3	cefotaxime	
1203545.3	1203545.3	cefotaxime/clavulanic acid	
1203545.3	1203545.3	cefuroxime	
1203545.3	1203545.3	doripenem	
1203545.3	1203545.3	ertapenem	
1203545.3	1203545.3	cefepime	
1203545.3	1203545.3	fosfomycin	
1203545.3	1203545.3	cefoxitin	
1203545.3	1203545.3	gentamicin	
1203545.3	1203545.3	imipenem	
1203545.3	1203545.3	levofloxacin	
1203545.3	1203545.3	meropenem	
1203545.3	1203545.3	minocycline	
1203545.3	1203545.3	nitrofurantoin	
1203545.3	1203545.3	ampicillin/sulbactam	
1203545.3	1203545.3	tetracycline	
1203545.3	1203545.3	tigecycline	
1203545.3	1203545.3	tobramycin	
1203545.3	1203545.3	piperacillin/tazobactam	
1203545.3	1203545.3	polymyxin B	
1203545.3	1203545.3	trimethoprim/sulfamethoxazole	
1203546.5	1203546.5	amoxicillin/clavulanic acid	
1203546.5	1203546.5	amikacin	
1203546.5	1203546.5	ampicillin	
1203546.5	1203546.5	aztreonam	
1203546.5	1203546.5	ceftazidime	
1203546.5	1203546.5	cefazolin	
1203546.5	1203546.5	chloramphenicol	
1203546.5	1203546.5	ciprofloxacin	
1203546.5	1203546.5	ceftriaxone	
1203546.5	1203546.5	colistin	
1203546.5	1203546.5	cefotaxime	
1203546.5	1203546.5	cefotaxime/clavulanic acid	
1203546.5	1203546.5	cefuroxime	
1203546.5	1203546.5	doripenem	
1203546.5	1203546.5	ertapenem	
1203546.5	1203546.5	cefepime	
1203546.5	1203546.5	fosfomycin	
1203546.5	1203546.5	cefoxitin	
1203546.5	1203546.5	gentamicin	
1203546.5	1203546.5	imipenem	
1203546.5	1203546.5	levofloxacin	
1203546.5	1203546.5	meropenem	
1203546.5	1203546.5	minocycline	
1203546.5	1203546.5	nitrofurantoin	
1203546.5	1203546.5	ampicillin/sulbactam	
1203546.5	1203546.5	tetracycline	
1203546.5	1203546.5	tigecycline	
1203546.5	1203546.5	tobramycin	
1203546.5	1203546.5	piperacillin/tazobactam	
1203546.5	1203546.5	polymyxin B	
